CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
STOLEN AND RECOVERED VEHICLE,06/07/2024 10:30:00 PM,24-028409,VEHICLE THEFT - AUTO,25X,4272 ATLAS AV,Oakland,CA,POINT (-122.188059977 37.798104988)
,07/13/2024 04:00:00 AM,24-034884,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",19X,1442 6TH AV,Oakland,CA,POINT (-122.252145997 37.79537802)
,07/16/2024 08:00:00 AM,24-035485,THREAT CRIME:INT:TERRORIZE,05X,787 22ND ST,Oakland,CA,POINT (-122.276108015 37.812523999)
,08/01/2024 10:18:00 AM,24-038338,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,33X,9633 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.171492427 37.745474031)
,06/12/2024 10:33:00 AM,24-029168,EVADE TAXES ON CIGARETTES/ETC,32X,10314 / 10316 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.16748098 37.74070098)
STOLEN VEHICLE,06/01/2024 03:40:00 AM,24-024623,POSSESS/ETC BURGLARY TOOLS,32X,98T 98T H AV&SAN LEANDRO ST ST,Oakland,CA,POINT (-122.179713027 37.739182011)
STOLEN VEHICLE,06/18/2024 12:00:00 AM,24-030487,VEHICLE THEFT - AUTO,17X,605 E 17TH ST,Oakland,CA,POINT (-122.250156972 37.796679017)
CURFEW & LOITERING,06/23/2024 06:00:00 PM,24-031228,TRESPASS:OCCUPY PROPERTY W/O CONSENT,24X,3524 FOOTHILL BLVD,Oakland,CA,POINT (-122.218927539 37.781856945)
,08/02/2024 06:06:00 AM,24-038442,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32Y,9875 STEARNS AV,Oakland,CA,POINT (-122.153056982 37.749243983)
WEAPONS,06/08/2024 06:22:00 PM,24-028395,CARRY CONCEALED WEAPON IN VEHICLE,29X,6235 SEMINARY AV,Oakland,CA,POINT (-122.174141995 37.780114993)
BURG - AUTO,05/23/2024 10:05:00 PM,24-908012,BURGLARY-AUTO,08X,VALLEY ST,Oakland,CA,POINT (-122.267650913 37.812371992)
,05/31/2024 03:15:00 PM,24-908959,BURGLARY-NO FORCE,10Y,4526 MARKET ST,Oakland,CA,POINT (-122.272781992 37.834914996)
,08/03/2024 11:00:00 PM,24-039171,BURGLARY-AUTO,29X,IFO 3409 66TH AVE,Oakland,CA,POINT (-122.177294009 37.77333198)
,06/25/2024 01:29:00 AM,24-031618,MURDER,19X,12T H AV&INTERNATIONAL BLVD,Oakland,CA,POINT (-122.248032997 37.790604987)
THREATS,06/25/2024 05:13:00 PM,24-031736,ASSAULT,33X,1311 97TH AV,Oakland,CA,POINT (-122.172524036 37.744622998)
FELONY ASSAULT,05/29/2024 06:08:00 PM,24-026662,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,21X,GRANDE VISTA AV & E 26TH ST,Oakland,CA,POINT (-122.226613966 37.791680008)
FELONY ASSAULT,05/17/2024 01:44:00 AM,24-024319,CARRY CONCEALED WEAPON ON PERSON,33X,1077 82ND AV,Oakland,CA,POINT (-122.184040017 37.753246006)
,06/10/2024 10:30:00 PM,24-028977,VEHICLE THEFT - AUTO,35X,9220 BANCROFT AV,Oakland,CA,POINT (-122.164410018 37.752530988)
STOLEN VEHICLE,08/05/2024 04:12:00 AM,24-038921,VEHICLE THEFT - AUTO,21Y,3408 DAVIS ST,Oakland,CA,POINT (-122.215869037 37.788245984)
,06/01/2024 04:20:00 PM,24-027171,VEHICLE THEFT - AUTO,21Y,2489 CORDOVA ST,Oakland,CA,POINT (-122.21930897 37.796607016)
,06/18/2024 08:30:00 PM,24-030400,THEFT,12X,4799 SHATTUCK AVE,Oakland,CA,POINT (-122.264146033 37.835013986)
THREATS,07/06/2024 11:26:00 AM,24-033587,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,30Y,2608 75TH AV,Oakland,CA,POINT (-122.174092961 37.765774982)
ROBBERY,05/29/2024 02:53:00 PM,24-026805,ATTEMPTED ROBBERY-STRONG-ARM,23X,3500 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.222617735 37.776179716)
,06/23/2024 12:30:00 PM,24-911104,BURGLARY-AUTO,27X,2120 47TH AVE,Oakland,CA,POINT (-122.207025084 37.775375983)
,07/06/2024 03:26:00 PM,24-033729,BATTERY,04X,634 15TH ST,Oakland,CA,POINT (-122.275036975 37.80692099)
RECOVERED O/S STOLEN,07/04/2024 07:53:00 PM,24-033292,VEHICLE THEFT - AUTO,25X,4678 GERANIUM PL,Oakland,CA,POINT (-122.180674012 37.795490002)
OTHER,07/29/2024 10:15:00 AM,24-037910,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,30X,73RD AV & BANCROFT AV,Oakland,CA,POINT (-122.177049006 37.765705999)
,07/26/2024 03:00:00 PM,24-911586,VANDALISM,03Y,577 11TH ST,Oakland,CA,POINT (-122.275576765 37.803415343)
,07/12/2024 09:30:00 PM,24-034869,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,35Y,3248 REVERE AVENUE,Oakland,CA,POINT (-122.133908021 37.735942992)
,06/30/2024 09:30:00 PM,24-032640,VEHICLE THEFT - AUTO,03X,200 BLOCK OF 14TH ST,Oakland,CA,POINT (-122.267670868 37.802945622)
OTHER,07/27/2024 02:27:00 AM,24-037494,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,34X,9501 BANCROFT AV,Oakland,CA,POINT (-122.163617007 37.750127016)
VANDALISM,06/18/2024 09:05:00 PM,24-909234,VANDALISM,12X,390 40TH,Oakland,CA,POINT (-122.259315039 37.828670981)
,06/10/2024 09:40:00 PM,24-909254,BURGLARY-AUTO,,8465 ENTERPRISE WAY,Oakland,CA,POINT (-122.193957987 37.742635984)
MISDEMEANOR ASSAULT,06/16/2024 11:50:00 PM,24-030006,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,07X,814 MEAD AV,Oakland,CA,POINT (-122.275814983 37.816597017)
STOLEN VEHICLE,05/15/2024 07:20:00 AM,24-023963,VEHICLE THEFT - AUTO,26X,5401 COLISEUM WY,Oakland,CA,POINT (-122.212188962 37.760623003)
ROBBERY,06/29/2024 11:18:00 PM,24-032438,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",31Y,8400 EDES AV,Oakland,CA,POINT (-122.194768014 37.742048999)
DOMESTIC VIOLENCE,06/01/2024 09:00:00 PM,24-027210,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,20X,2822 E 16TH ST,Oakland,CA,POINT (-122.227802017 37.781387995)
ROBBERY,07/15/2024 01:00:00 PM,24-035357,SEXUAL BATTERY,15X,EL EMBARCADERO & LAKESHORE AV,Oakland,CA,POINT (-122.248788039 37.808637017)
VANDALISM,06/04/2024 08:00:00 PM,24-909481,VANDALISM,04X,1533 JACKSON ST,Oakland,CA,POINT (-122.26448902 37.80397999)
,06/15/2024 06:26:00 PM,24-029804,ROBBERY-FIREARM,18X,1954 20TH AVE,Oakland,CA,POINT (-122.235925003 37.789752003)
DOMESTIC VIOLENCE,05/16/2024 09:36:00 AM,24-024097,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,32Y,2828 OLIVER AV,Oakland,CA,POINT (-122.151202989 37.74794001)
,08/08/2024 02:58:00 PM,24-039489,EXHIBIT FIREARM,08X,440 26TH STREET,Oakland,CA,POINT (-122.267194028 37.815451002)
,06/14/2024 05:45:00 PM,24-910647,THEFT,12Y,6310 COLLEGE AVE,Oakland,CA,POINT (-122.251997973 37.850735)
STOLEN VEHICLE,05/20/2024 09:01:00 PM,24-024984,VEHICLE THEFT - AUTO,06X,874 W MACARTHUR BLVD,Oakland,CA,POINT (-122.273849008 37.828286)
VANDALISM,07/14/2024 10:00:00 AM,24-910686,VANDALISM,30Y,7716 NEY AV,Oakland,CA,POINT (-122.167296997 37.767846988)
FELONY ASSAULT,07/14/2024 05:20:00 AM,24-035046,ASSAULT WITH FIREARM ON PERSON,18X,1811 E 19TH ST,Oakland,CA,POINT (-122.238806031 37.790141007)
,05/29/2024 08:59:00 AM,24-909564,THEFT,,15TH ST,Oakland,CA,POINT (-122.268797333 37.804600306)
DOMESTIC VIOLENCE,06/10/2024 01:42:00 AM,24-028603,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,29X,55TH AV & RUTH AV,Oakland,CA,POINT (-122.195231031 37.773074991)
OTHER,05/31/2024 01:45:00 AM,24-026938,KIDNAP TO COMMIT ROBBERY/RAPE/289)C/ETC,08X,490 W MACARTHUR BLVD,Oakland,CA,POINT (-122.264061962 37.826591012)
,07/07/2024 01:17:00 PM,24-910469,BURGLARY-AUTO,04X,519 17TH ST,Oakland,CA,POINT (-122.270986001 37.806712993)
,07/25/2024 04:30:00 PM,24-911084,BURGLARY-AUTO,09X,11 MONTE VISTA AVE,Oakland,CA,POINT (-122.253603716 37.82529851)
,06/17/2024 06:45:00 PM,24-909995,THEFT,12Y,5110 TELEGRAPH AVE,Oakland,CA,POINT (-122.261943017 37.837435979)
HOMICIDE,05/18/2024 11:30:00 PM,24-024640,MURDER,05Y,1638 14TH ST,Oakland,CA,POINT (-122.294775016 37.812022007)
,07/30/2024 11:26:00 PM,24-038101,SC UNEXPLAINED DEATH,05X,1600 POPLAR ST,Oakland,CA,POINT (-122.288638153 37.811804534)
FELONY ASSAULT,06/22/2024 04:00:00 AM,24-030953,ROBBERY-FIREARM,16Y,3500 GLEN PARK RD,Oakland,CA,POINT (-122.225762029 37.801169999)
,07/10/2024 12:25:00 PM,24-034442,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,27X,2554 / 2550 SEMINARY AVE,Oakland,CA,POINT (-122.190667599 37.771263572)
DOMESTIC VIOLENCE,07/14/2024 03:00:00 AM,24-035044,FORCE/ADW-KNIFE:GBI,01X,101 EMBARCADERO,Oakland,CA,POINT (-122.266093963 37.791361095)
RECOVERED O/S STOLEN,07/29/2024 03:25:00 PM,24-037950,VEHICLE THEFT - AUTO,08X,215 29TH ST,Oakland,CA,POINT (-122.259189981 37.816201014)
,06/18/2024 03:50:00 AM,24-909197,BURGLARY-AUTO,,FAIRMOUNT AVE./STANLEY AVE. ST,Oakland,CA,POINT (-122.260159718 37.817255575)
BURG - COMMERCIAL,06/15/2024 02:00:00 AM,24-029695,ATTEMPTED BURGLARY,22Y,2979 MACARTHUR BLVD,Oakland,CA,POINT (-122.205297026 37.797333015)
,06/06/2024 10:45:00 PM,24-028105,ROBBERY-FIREARM,35X,8431 DOWLING ST,Oakland,CA,POINT (-122.167391581 37.758978912)
,06/12/2024 11:45:00 AM,24-029191,VEHICLE THEFT - AUTO,32Y,9840 MACARTHUR BL,Oakland,CA,POINT (-122.157977997 37.748945)
DISORDERLY CONDUCT,05/16/2024 11:36:00 PM,24-024302,FIGHT/CHALLENGE FIGHT PUBLIC PLACE,26Y,971 70TH AV,Oakland,CA,POINT (-122.194770026 37.75710998)
,07/22/2024 05:09:00 AM,24-036393,DISTURB THE PEACE,34X,1730 85TH AVE,Oakland,CA,POINT (-122.17313801 37.755278995)
,06/02/2024 04:00:00 PM,24-027852,VEHICLE THEFT - AUTO,02Y,1100 PERALTA ST,Oakland,CA,POINT (-122.295369862 37.809465349)
,06/14/2024 02:16:00 PM,24-029610,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,09X,5100 BROADWAY,Oakland,CA,POINT (-122.249621033 37.834842996)
,05/29/2024 05:30:00 AM,24-908651,GRAND THEFT,07X,2850 HANNAH ST,Oakland,CA,POINT (-122.286222038 37.82237898)
MISDEMEANOR ASSAULT,08/02/2024 12:30:00 AM,24-038415,BATTERY,18Y,1634 E 31ST ST,Oakland,CA,POINT (-122.226764002 37.798628019)
RECOVERED O/S STOLEN,05/16/2024 03:59:00 PM,24-024145,VEHICLE THEFT - AUTO,01X,400 4TH ST,Oakland,CA,POINT (-122.274177086 37.79698556)
,06/10/2024 10:15:00 AM,24-028803,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT:W/SPEC PRIOR,34X,1932 82ND AVE,Oakland,CA,POINT (-122.173149997 37.758499993)
DOMESTIC VIOLENCE,08/09/2024 06:30:00 PM,24-039843,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,10X,1154 54TH ST,Oakland,CA,POINT (-122.283722247 37.837605441)
,05/25/2024 08:30:00 PM,24-025882,VEHICLE THEFT - AUTO,24Y,2820 ABBEY ST,Oakland,CA,POINT (-122.20668004 37.787813981)
DOMESTIC VIOLENCE,07/01/2024 07:00:00 AM,24-032683,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,06X,3737 MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.269221924 37.826865193)
,07/04/2024 05:33:00 AM,24-033203,ROBBERY-FIREARM,35X,8930 BANCROFT AVE,Oakland,CA,POINT (-122.165478963 37.754056997)
,06/27/2024 09:04:00 PM,24-032097,FALSE IDENTIFICATION TO SPECIFIC PEACE OFFICER,19X,1226 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.247347023 37.79045998)
,06/07/2024 06:00:00 PM,24-028333,VEHICLE THEFT - AUTO,03X,PARKING GARAGE OF 238 13TH ST,Oakland,CA,POINT (-122.266650388 37.801747977)
THREATS,05/30/2024 06:00:00 AM,24-026903,THREAT CRIME:INT:TERRORIZE,30X,6623 BANCROFT AV,Oakland,CA,POINT (-122.182744007 37.769506982)
,07/23/2024 10:05:00 AM,24-910786,BURGLARY-AUTO,25X,3825 CALIFORNIA ST,Oakland,CA,POINT (-122.195235765 37.793221675)
WEAPONS,07/18/2024 04:28:00 PM,24-035883,CARRY CONCEALED WEAPON- UNLAWFUL POSSESS,02Y,801 WILLOW ST,Oakland,CA,POINT (-122.300412862 37.807873092)
,07/14/2024 05:00:00 PM,24-036285,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,32Y,10320 MACARTHUR BLVD,Oakland,CA,POINT (-122.153202995 37.744086011)
,06/19/2024 12:17:00 AM,24-030434,VEHICLE THEFT - AUTO,05X,1423 ADELINE ST,Oakland,CA,POINT (-122.286274006 37.810175013)
,07/08/2024 01:15:00 PM,24-910890,BURGLARY-AUTO,12Y,6310 COLLEGE AVE,Oakland,CA,POINT (-122.251997973 37.850735)
BURG - AUTO,05/16/2024 08:50:00 AM,24-907805,BURGLARY-AUTO,20X,3060 E 9TH ST,Oakland,CA,POINT (-122.229767992 37.775290999)
,06/25/2024 07:30:00 PM,24-031812,VEHICLE THEFT - AUTO,05Y,2001 PERALTA ST,Oakland,CA,POINT (-122.291064012 37.815859997)
BURG - AUTO,06/12/2024 11:23:00 AM,24-029636,EXHIBIT FIREARM,17Y,2109 9TH AV,Oakland,CA,POINT (-122.243954028 37.797765982)
WEAPONS,06/23/2024 10:28:00 AM,24-031163,EXHIBIT FIREARM,27Y,5817 BANCROFT AV,Oakland,CA,POINT (-122.192558964 37.770795993)
BURG - COMMERCIAL,07/31/2024 01:40:00 PM,24-038193,BURGLARY-FORCIBLE ENTRY,08X,2255 TELEGRAPH AV,Oakland,CA,POINT (-122.268975164 37.812223523)
,06/28/2024 01:34:00 PM,24-032218,ASSAULT WITH FIREARM ON PERSON,01X,425 HARRISON ST,Oakland,CA,POINT (-122.271991997 37.796588995)
BURG - COMMERCIAL,06/30/2024 03:11:00 AM,24-032455,BURGLARY-NO FORCE,12Y,5239 CLAREMONT AV,Oakland,CA,POINT (-122.261562982 37.838586982)
FELONY ASSAULT,05/28/2024 07:25:00 PM,24-026383,VANDALISM:DAMAGE PROPERTY,32Y,10337 LONGFELLOW AV,Oakland,CA,POINT (-122.156463974 37.743317013)
,06/24/2024 11:05:00 PM,24-031609,POSSESS/ETC BURGLARY TOOLS,16Y,1801 MACARTHUR BLVD,Oakland,CA,POINT (-122.219621028 37.800024989)
,05/25/2024 03:00:00 PM,24-908387,BURGLARY-AUTO,26X,5401 COLISEUM WAY,Oakland,CA,POINT (-122.212188962 37.760623003)
,07/15/2024 09:10:00 PM,24-035423,ROBBERY-FIREARM,17X,1907 14TH AVE,Oakland,CA,POINT (-122.241836207 37.792699631)
,06/02/2024 11:08:00 PM,24-027374,ROBBERY-FIREARM,17X,1820 5TH AV,Oakland,CA,POINT (-122.249560013 37.798498016)
,07/09/2024 06:00:00 PM,24-034629,VEHICLE THEFT - AUTO,35X,98TH AV & GOLF LINKS RD,Oakland,CA,POINT (-122.152106977 37.754132016)
,06/17/2024 05:31:00 PM,24-030174,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,06X,718 SYCAMORE ST,Oakland,CA,POINT (-122.273738031 37.816200009)
POSSESSION - STOLEN PROPERTY,05/21/2024 03:19:00 PM,24-025125,POSS STOLEN VEH/VES/ETC,28X,BROOKDALE AV & COURTLAND AV,Oakland,CA,POINT (-122.203260978 37.781763001)
ROBBERY,06/13/2024 06:46:00 AM,24-029329,ROBBERY-FIREARM,23X,3611 E 12TH ST,Oakland,CA,POINT (-122.222292005 37.774266017)
STOLEN VEHICLE,05/18/2024 07:30:00 PM,24-024673,VEHICLE THEFT - AUTO,24X,35TH AV & DAVIS ST,Oakland,CA,POINT (-122.214020995 37.785847)
,06/08/2024 01:16:00 PM,24-908811,THEFT,06X,3041 WEST ST,Oakland,CA,POINT (-122.273687991 37.820845008)
DOMESTIC VIOLENCE,06/11/2024 03:45:00 PM,24-029038,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,07X,3201 FILBERT ST,Oakland,CA,POINT (-122.277988997 37.823191983)
,07/15/2024 08:40:00 PM,24-035415,THEFT,32Y,10790 MACARTHUR BLVD,Oakland,CA,POINT (-122.148495969 37.743169995)
ROBBERY,06/26/2024 03:15:00 PM,24-031898,INFLICT CRPL INJ SP/COHAB,32X,1033 105TH AV,Oakland,CA,POINT (-122.172079041 37.736997981)
,08/07/2024 08:54:00 PM,24-039466,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,17X,1025 E.28TH ST,Oakland,CA,POINT (-122.237609011 37.800024989)
,06/06/2024 05:25:00 AM,24-911372,BURGLARY-NO FORCE,,2A 10700 MACARTHUR,Oakland,CA,POINT (-122.149932041 37.743365)
,06/01/2024 10:00:00 PM,24-909840,THEFT,,W GRAND AVE,Oakland,CA,POINT (-122.268054966 37.811752709)
,05/22/2024 12:10:00 AM,24-025203,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,04X,1701 MARTINE LUTHER KING JR WAY,Oakland,CA,POINT (-122.274880988 37.808451987)
OTHER,07/15/2024 11:00:00 AM,24-035429,DUMP WASTE ON PUBLIC/PRIVATE ROAD/PROPERTY,23X,1627 HIGH ST,Oakland,CA,POINT (-122.213422024 37.773878983)
RECOVERED O/S STOLEN,06/28/2024 06:01:00 PM,24-032250,VEHICLE THEFT - AUTO,26X,4401 SAN LEANDRO ST,Oakland,CA,POINT (-122.216744023 37.769694989)
THREATS,06/13/2024 12:04:00 PM,24-029406,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30X,1831 73RD AV,Oakland,CA,POINT (-122.183551832 37.76169693)
WEAPONS,06/12/2024 02:19:00 PM,24-029224,CARRY CONCEALED WEAPON IN VEHICLE,99X,1421 TARA HILLS,Oakland,CA,POINT (-122.317564 37.99672)
VANDALISM,06/26/2024 12:40:00 AM,24-031797,VANDALISM:DAMAGE PROPERTY,08X,516 31ST ST,Oakland,CA,POINT (-122.267460992 37.820292012)
,08/07/2024 08:11:00 PM,24-911786,BURGLARY-AUTO,08X,2330 WEBSTER ST,Oakland,CA,POINT (-122.264546017 37.812427021)
,07/25/2024 04:51:00 AM,24-036966,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",23X,3900 BLK OF INTERNATIONAL BLVD,Oakland,CA,POINT (-122.218302706 37.774068149)
,07/30/2024 09:20:00 PM,24-038092,BATTERY,14X,230 BAY PL,Oakland,CA,POINT (-122.260699981 37.813011994)
,07/01/2024 06:15:00 AM,24-911304,BURGLARY-AUTO,08X,2301 NORTHGATE AVE,Oakland,CA,POINT (-122.271194962 37.813412984)
,07/11/2024 11:00:00 AM,24-034773,VEHICLE THEFT - AUTO,01X,160 FRANKLIN ST,Oakland,CA,POINT (-122.275057008 37.795233013)
,05/22/2024 12:00:00 AM,24-025194,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,12Y,6202 CLAREMONT AVE,Oakland,CA,POINT (-122.251899989 37.849597995)
,07/02/2024 08:00:00 AM,24-032840,VEHICLE THEFT - AUTO,30Y,2651 78TH AV,Oakland,CA,POINT (-122.172066971 37.764885997)
WEAPONS,06/27/2024 08:36:00 AM,24-032026,VANDALISM,21X,3114 SHEFFIELD AV,Oakland,CA,POINT (-122.220917038 37.796405013)
,08/11/2024 10:00:00 AM,24-040072,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,11X,517 61 ST ST,Oakland,CA,POINT (-122.261589971 37.846956983)
DOMESTIC VIOLENCE,06/16/2024 01:24:00 AM,24-029860,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,04X,1701 BROADWAY,Oakland,CA,POINT (-122.269958967 37.806911016)
BURG - COMMERCIAL,07/24/2024 06:15:00 AM,24-036787,BURGLARY-FORCIBLE ENTRY,09X,4301 PIEDMONT AV,Oakland,CA,POINT (-122.249005969 37.829243004)
,07/29/2024 06:38:00 PM,24-037918,BATTERY,26Y,7007 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.189460007 37.760042012)
,07/26/2024 04:00:00 PM,24-911614,VANDALISM,,LAKESIDE DRIVE,Oakland,CA,POINT (-122.26156804 37.80475503)
,06/13/2024 01:09:00 PM,24-910012,THEFT,12X,574 48TH ST,Oakland,CA,POINT (-122.26473 37.835539993)
,05/30/2024 07:00:00 PM,24-909409,BURGLARY-AUTO,,23RD ST/TELEGRAPH AVE,Oakland,CA,POINT (-122.261462977 37.843326577)
,06/06/2024 11:12:00 AM,24-027990,VANDALISM,19X,2025 E.12TH ST,Oakland,CA,POINT (-122.240603635 37.784624123)
,06/23/2024 02:27:00 PM,24-031206,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",04X,600 14TH ST,Oakland,CA,POINT (-122.274853998 37.806053002)
,06/05/2024 01:24:00 PM,24-027832,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,04X,1428 ALICE ST,Oakland,CA,POINT (-122.265774972 37.802819013)
,06/17/2024 07:07:00 AM,24-030033,VEHICLE THEFT - AUTO,26Y,73RD AV&INTERNATIONAL BLVD,Oakland,CA,POINT (-122.186890031 37.759175993)
,06/16/2024 03:00:00 PM,24-910198,GRAND THEFT,08X,3612 WEBSTER ST,Oakland,CA,POINT (-122.260513987 37.823974014)
,06/26/2024 04:32:00 AM,24-909542,THEFT,22X,2714 MONTANA ST,Oakland,CA,POINT (-122.211921998 37.797619006)
,07/09/2024 12:00:00 AM,24-034893,VEHICLE THEFT - AUTO,01X,308 JACKSON ST,Oakland,CA,POINT (-122.269411042 37.794623984)
,07/07/2024 10:10:00 AM,24-910093,BURGLARY-AUTO,31X,449 HEGENBERGER ROAD,Oakland,CA,POINT (-122.197507975 37.736640995)
,07/13/2024 01:00:00 PM,24-910148,BURGLARY-AUTO,26X,5401 COLISEUM WAY,Oakland,CA,POINT (-122.212188962 37.760623003)
FELONY ASSAULT,07/25/2024 08:30:00 PM,24-023810,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,02X,817 KIRKHAM WAY,Oakland,CA,POINT (-122.292018672 37.805983289)
,05/27/2024 05:00:00 AM,24-909151,VANDALISM,30X,1753 CHURCH ST,Oakland,CA,POINT (-122.186902017 37.763641997)
STOLEN VEHICLE,05/23/2024 10:45:00 AM,24-025538,VEHICLE THEFT - AUTO,14Y,491 CRESCENT ST,Oakland,CA,POINT (-122.249501004 37.81456801)
,08/05/2024 01:53:00 AM,24-038876,VANDALISM-$400+,34X,1668 86TH AVE,Oakland,CA,POINT (-122.17360899 37.754146013)
ROBBERY,06/26/2024 03:12:00 PM,24-031919,CARRY CONCEALED WEAPON ON PERSON,30X,1927 73RD AV,Oakland,CA,POINT (-122.182447149 37.762407115)
,05/23/2024 11:00:00 PM,24-908018,GRAND THEFT,,3681 GREEN ACRE ROAD,Oakland,CA,POINT (-122.191380971 37.786741014)
,08/10/2024 05:00:00 PM,24-040145,VEHICLE THEFT - AUTO,05X,963 18TH ST,Oakland,CA,POINT (-122.281534962 37.811300996)
,05/29/2024 05:54:00 AM,24-026435,SC UNEXPLAINED DEATH,12Y,5445 LOCKSLEY AVE,Oakland,CA,POINT (-122.254549005 37.842920007)
,06/09/2024 07:40:00 PM,24-028562,BATTERY,08X,3612 WEBSTER ST,Oakland,CA,POINT (-122.260513987 37.823974014)
ROBBERY,07/26/2024 12:00:00 AM,24-037226,VIOLATION OF PROBATION-FELONY,08X,23RD ST & MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.272511508 37.813577101)
FELONY ASSAULT,07/31/2024 10:43:00 PM,24-038247,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,34X,1547 92ND AV,Oakland,CA,POINT (-122.171879971 37.749897981)
,05/26/2024 04:45:00 PM,24-908836,VANDALISM,,175 98TH AVE AVE,Oakland,CA,POINT (-122.194838003 37.729879021)
DOMESTIC VIOLENCE,08/03/2024 02:00:00 AM,24-038668,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",01X,444 EMBARCADERO WEST,Oakland,CA,POINT (-122.276018999 37.795321987)
DOMESTIC VIOLENCE,06/03/2024 12:00:00 AM,24-027402,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,07X,3650 MANDELA PKWY,Oakland,CA,POINT (-122.288324974 37.827232982)
STOLEN VEHICLE,06/03/2024 07:30:00 PM,24-027601,VEHICLE THEFT - AUTO,17Y,1325 E 24TH ST,Oakland,CA,POINT (-122.23750438 37.795981005)
,05/22/2024 03:45:00 AM,24-908300,ATTEMPT VEHICLE THEFT-AUTO,12Y,6521 DANA ST,Oakland,CA,POINT (-122.258379032 37.851956998)
BURG - AUTO,05/29/2024 08:55:00 PM,24-908239,GRAND THEFT,31Y,191 98TH AV,Oakland,CA,POINT (-122.193521961 37.729987985)
ROBBERY,06/22/2024 11:43:00 PM,24-031115,CARJACKING WITH FIREARM,17Y,1418 E 32ND ST,Oakland,CA,POINT (-122.230568967 37.800124985)
,07/02/2024 04:30:00 PM,24-032985,BURGLARY-FORCIBLE ENTRY,25X,4559 FIELDBROOK RD,Oakland,CA,POINT (-122.183066039 37.794631989)
,07/11/2024 10:40:00 AM,24-034588,VEHICLE THEFT - AUTO,31Z,10700 EDES AV,Oakland,CA,POINT (-122.1770385 37.732260305)
,08/04/2024 07:30:00 PM,24-911545,BURGLARY-AUTO,08X,3905 BROADWAY,Oakland,CA,POINT (-122.257437996 37.827050005)
,07/23/2024 09:00:00 AM,24-036730,VEHICLE THEFT - AUTO,01X,444 EMBARCADERO,Oakland,CA,POINT (-122.260578804 37.7902516)
NARCOTICS,06/21/2024 12:09:00 PM,24-030838,POSSESS CONTROLLED SUBSTANCE,21Y,PLEITNER AV & SCHOOL ST,Oakland,CA,POINT (-122.211295032 37.794191017)
,06/27/2024 07:00:00 PM,24-911158,BURGLARY-AUTO,14Y,3224 GRAND AVE,Oakland,CA,POINT (-122.247529735 37.812009901)
MISDEMEANOR ASSAULT,07/25/2024 01:31:00 PM,24-037045,BATTERY,29X,2701 64TH AV,Oakland,CA,POINT (-122.185265032 37.770605012)
